MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,TOTAL_COVID_TESTS
11411,Cambria Heights,Queens,732,3571.73,20494.26,49,239.09,16.62,2020-09-14,4405.0
11412,St. Albans,Queens,1336,3395.44,39346.92,91,231.28,15.44,2020-09-14,8652.0
11413,Laurelton/Rosedale,Queens,1430,3276.21,43647.97,103,235.98,15.53,2020-09-14,9209.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,882,3120.41,28265.56,63,222.89,14.16,2020-09-14,6230.0
11415,Kew Gardens,Queens,594,3088.24,19234.25,53,275.55,11.73,2020-09-14,5062.0
11416,Ozone Park,Queens,802,3013.4,26614.42,57,214.17,14.51,2020-09-14,5527.0
11417,Ozone Park,Queens,958,3063.58,31270.63,47,150.3,13.22,2020-09-14,7249.0
11418,Richmond Hill,Queens,1227,3220.04,38105.16,106,278.18,14.95,2020-09-14,8207.0
11419,Richmond Hill/South Ozone Park,Queens,1338,2631.33,50848.81,98,192.73,15.18,2020-09-14,8813.0
11420,South Ozone Park,Queens,1516,3131.21,48415.71,107,221.0,15.97,2020-09-14,9493.0
11421,Woodhaven,Queens,1330,3150.95,42209.49,102,241.65,14.81,2020-09-14,8978.0
11422,Rosedale,Queens,1088,3226.42,33721.62,67,198.69,15.31,2020-09-14,7106.0
11423,Hollis/Holliswood,Queens,1181,3685.89,32041.14,106,330.82,15.56,2020-09-14,7588.0
11426,Bellerose,Queens,544,2671.47,20363.28,34,166.97,13.29,2020-09-14,4092.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,856,3687.69,23212.38,52,224.02,14.48,2020-09-14,5911.0
11428,Queens Village,Queens,718,3714.92,19327.45,54,279.4,16.53,2020-09-14,4343.0
11429,Queens Village,Queens,1044,3723.74,28036.33,75,267.51,15.42,2020-09-14,6769.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,2038,3224.92,63195.4,257,406.68,14.71,2020-09-14,13854.0
11433,Jamaica,Queens,1050,2913.77,36035.76,80,222.0,13.7,2020-09-14,7667.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2278,3373.01,67536.11,199,294.66,15.1,2020-09-14,15084.0
11435,Briarwood/Jamaica,Queens,1813,3144.08,57663.84,150,260.13,14.64,2020-09-14,12387.0
11436,South Jamaica/South Ozone Park,Queens,590,2835.53,20807.42,46,221.07,14.71,2020-09-14,4011.0
11691,Edgemere/Far Rockaway,Queens,2768,4274.31,64759.02,374,577.53,14.58,2020-09-14,18984.0
11692,Arverne/Edgemere,Queens,714,3548.67,20120.24,93,462.22,13.1,2020-09-14,5449.0
11693,Arverne/Broad Channel,Queens,352,2843.0,12381.27,29,234.22,12.94,2020-09-14,2721.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,795,3905.52,20355.78,90,442.13,14.29,2020-09-14,5564.0
11697,Breezy Point,Queens,120,3393.0,3536.69,5,141.38,7.27,2020-09-14,1650.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,431,1829.14,23563.03,26,110.34,6.18,2020-08-14,6975.0
10002,Chinatown/Lower East Side,Manhattan,1292,1683.27,76755.41,161,209.76,8.86,2020-08-14,14585.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,524,973.95,53801.62,34,63.2,4.6,2020-08-14,11396.0
10004,Financial District,Manhattan,39,1068.32,3650.61,1,27.39,5.01,2020-08-14,778.0
10005,Financial District,Manhattan,89,1060.02,8396.11,2,23.82,4.82,2020-08-14,1848.0
10006,Financial District,Manhattan,39,1127.89,3457.77,0,0.0,4.84,2020-08-14,806.0
10007,TriBeCa,Manhattan,71,860.63,8249.73,3,36.36,3.76,2020-08-14,1888.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,821,1397.49,58747.99,69,117.45,6.25,2020-08-14,13140.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,325,1003.96,32371.86,19,58.69,4.32,2020-08-14,7522.0
10011,Chelsea,Manhattan,610,1232.31,49500.52,43,86.87,5.2,2020-08-14,11729.0
10012,Greenwich Village/SoHo,Manhattan,210,875.69,23981.2,9,37.53,4.32,2020-08-14,4860.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,321,1105.71,29031.09,21,72.34,4.5,2020-08-14,7134.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,372,1198.33,31043.16,29,93.42,4.75,2020-08-14,7839.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,816,1553.57,52524.35,50,95.19,6.04,2020-08-14,13510.0
10017,East Midtown/Murray Hill,Manhattan,165,1023.12,16127.22,8,49.61,4.57,2020-08-14,3614.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,264,2769.78,9531.44,5,52.46,6.87,2020-08-14,3845.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,689,1695.73,40631.45,42,103.37,6.15,2020-08-14,11212.0
10021,Lenox Hill/Upper East Side,Manhattan,625,1414.81,44175.61,65,147.14,5.52,2020-08-14,11318.0
10022,East Midtown,Manhattan,389,1282.36,30334.8,32,105.49,5.15,2020-08-14,7555.0
10023,Lincoln Square,Manhattan,643,1066.78,60274.81,54,89.59,4.78,2020-08-14,13438.0
10024,Upper West Side,Manhattan,814,1419.66,57337.68,75,130.8,5.87,2020-08-14,13864.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1513,1638.63,92333.47,177,191.7,6.39,2020-08-14,23683.0
10026,Central Harlem (South),Manhattan,735,1883.74,39018.03,47,120.46,9.42,2020-08-14,7806.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1166,1832.44,63631.04,113,177.59,8.85,2020-08-14,13175.0
10028,Upper East Side/Yorkville,Manhattan,530,1078.22,49155.08,34,69.17,5.16,2020-08-14,10279.0
10029,East Harlem,Manhattan,1992,2526.59,78841.52,212,268.89,10.98,2020-08-14,18136.0
10030,Central Harlem (North),Manhattan,565,1926.89,29321.91,56,190.98,10.31,2020-08-14,5478.0
10031,Hamilton Heights/West Harlem,Manhattan,1501,2478.66,60556.93,133,219.63,11.19,2020-08-14,13409.0
10032,Washington Heights (South),Manhattan,1731,2814.97,61492.57,175,284.59,12.16,2020-08-14,14230.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1495,2524.89,59210.43,121,204.36,11.94,2020-08-14,12517.0
10034,Inwood/Washington Heights (North),Manhattan,847,1966.4,43073.65,71,164.83,9.9,2020-08-14,8555.0
10035,East Harlem,Manhattan,1117,3244.58,34426.65,136,395.04,12.8,2020-08-14,8724.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,503,1919.02,26211.25,40,152.61,7.04,2020-08-14,7144.0
10037,Central Harlem (North)/East Harlem,Manhattan,568,2750.66,20649.62,63,305.09,11.01,2020-08-14,5159.0
10038,Chinatown/Financial District,Manhattan,287,1301.71,22047.96,28,127.0,6.59,2020-08-14,4353.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,599,2264.01,26457.52,64,241.9,11.33,2020-08-14,5287.0
10040,Washington Heights (North),Manhattan,1264,2820.91,44808.28,119,265.58,12.5,2020-08-14,10108.0
10044,Roosevelt Island,Manhattan,256,2187.98,11700.29,36,307.68,10.34,2020-08-14,2476.0
10065,Lenox Hill/Upper East Side,Manhattan,355,1221.55,29061.49,28,96.35,4.73,2020-08-14,7509.0
10069,Lincoln Square,Manhattan,68,1072.87,6338.13,2,31.56,5.12,2020-08-14,1327.0
10075,Lenox Hill/Upper East Side,Manhattan,441,1865.95,23634.14,45,190.4,6.88,2020-08-14,6413.0
10128,Upper East Side/Yorkville,Manhattan,711,1158.89,61351.93,41,66.83,5.14,2020-08-14,13826.0
10280,Battery Park City,Manhattan,64,665.37,9618.7,0,0.0,4.54,2020-08-14,1409.0
10282,Battery Park City,Manhattan,84,1523.0,5515.44,15,271.96,8.61,2020-08-14,976.0
10301,Silver Lake/St. George,Staten Island,1301,3284.23,39613.55,106,267.59,14.71,2020-08-14,8843.0
10302,Elm Park,Staten Island,683,3638.01,18773.99,32,170.45,18.39,2020-08-14,3714.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,938,3575.83,26231.66,47,179.17,16.48,2020-08-14,5692.0
10304,New Dorp/Todt Hill,Staten Island,1505,3545.45,42448.71,182,428.75,15.69,2020-08-14,9591.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1356,3186.02,42560.99,80,187.97,15.61,2020-08-14,8688.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1562,2909.53,53685.66,82,152.74,13.59,2020-08-14,11494.0
10307,Tottenville,Staten Island,415,2727.65,15214.56,15,98.59,15.0,2020-08-14,2767.0
10308,Great Kills,Staten Island,700,2362.05,29635.33,28,94.48,13.58,2020-08-14,5155.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,910,2757.16,33004.98,31,93.93,14.04,2020-08-14,6480.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,752,3150.27,23870.96,33,138.24,14.25,2020-08-14,5276.0
10312,Annadale/Rossville,Staten Island,1658,2749.39,60304.33,59,97.84,14.21,2020-08-14,11664.0
10314,Bloomfield/Freshkills Park,Staten Island,2864,3152.99,90834.29,201,221.28,15.01,2020-08-14,19081.0
10451,Concourse/Melrose,Bronx,1717,3598.16,47718.77,151,316.44,14.77,2020-08-14,11627.0
10452,Concourse/Highbridge,Bronx,2706,3512.69,77035.04,172,223.28,15.35,2020-08-14,17632.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2665,3282.67,81184.04,165,203.24,16.32,2020-08-14,16332.0
10454,Mott Haven/Port Morris,Bronx,1264,3306.87,38223.41,105,274.7,14.84,2020-08-14,8519.0
10455,Mott Haven,Bronx,1440,3414.4,42174.38,111,263.19,15.51,2020-08-14,9284.0
10456,Claremont/Morrisania,Bronx,2816,3013.64,93441.91,291,311.42,14.38,2020-08-14,19589.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2456,3288.48,74685.06,187,250.38,14.54,2020-08-14,16889.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2383,2843.41,83807.74,126,150.34,15.28,2020-08-14,15592.0
10459,Charlotte Gardens/Hunts Point,Bronx,1656,3424.7,48354.56,166,343.3,15.19,2020-08-14,10902.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1868,3109.54,60073.25,127,211.41,15.59,2020-08-14,11982.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1964,3969.32,49479.56,140,282.95,15.83,2020-08-14,12410.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2458,3178.49,77332.41,183,236.64,14.5,2020-08-14,16954.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2234,3133.8,71287.33,215,301.6,12.88,2020-08-14,17350.0
10464,City Island,Bronx,135,3101.2,4353.16,9,206.75,12.16,2020-08-14,1110.0
10465,Country Club/Throgs Neck,Bronx,1583,3678.79,43030.43,86,199.86,15.48,2020-08-14,10229.0
10466,Edenwald/Wakefield,Bronx,2589,3587.53,72166.65,169,234.18,17.48,2020-08-14,14814.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3788,3758.53,100784.05,324,321.48,16.35,2020-08-14,23171.0
10468,Fordham/Kingsbridge/University Heights,Bronx,3078,4014.03,76681.12,221,288.21,16.2,2020-08-14,19003.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3222,4505.77,71508.25,363,507.63,18.1,2020-08-14,17798.0
10470,Wakefield/Woodlawn,Bronx,485,3438.8,14103.75,20,141.81,15.13,2020-08-14,3205.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,855,4024.05,21247.28,85,400.05,13.31,2020-08-14,6426.0
10472,Soundview,Bronx,2196,3233.5,67913.94,188,276.82,17.66,2020-08-14,12433.0
10473,Castle Hill/Clason Point/Soundview,Bronx,2136,3449.32,61925.28,137,221.23,16.02,2020-08-14,13336.0
10474,Hunts Point,Bronx,351,2821.98,12438.07,21,168.84,14.51,2020-08-14,2419.0
10475,Co-op City/Edenwald,Bronx,1850,4229.23,43743.21,176,402.35,16.79,2020-08-14,11021.0
11004,Bellerose/Douglaston-Little Neck,Queens,628,3347.81,18758.55,68,362.5,12.58,2020-08-14,4991.0
11096,,Queens,1,,,0,,100.0,2020-08-14,1.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,718,2039.53,35204.11,40,113.62,7.28,2020-08-14,9866.0
11102,Astoria (North),Queens,709,2172.65,32632.92,80,245.15,9.34,2020-08-14,7593.0
11103,Astoria (North)/Astoria (South),Queens,647,1768.45,36585.65,54,147.6,8.21,2020-08-14,7878.0
11104,Sunnyside,Queens,552,2227.99,24775.7,42,169.52,9.17,2020-08-14,6022.0
11105,Ditmars Steinway,Queens,544,1515.54,35894.88,43,119.79,7.25,2020-08-14,7500.0
11106,Astoria (South),Queens,766,1981.15,38664.4,55,142.25,9.2,2020-08-14,8328.0
11109,Long Island City,Queens,62,1222.72,5070.64,2,39.44,4.62,2020-08-14,1341.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,807,1324.95,60908.15,95,155.97,4.93,2020-08-14,16357.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2241,3053.45,73392.42,243,331.1,16.0,2020-08-14,14002.0
11204,Bensonhurst/Mapleton,Brooklyn,2196,2768.45,79322.45,145,182.8,14.85,2020-08-14,14786.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,815,1851.72,44013.21,50,113.6,8.77,2020-08-14,9295.0
11206,Williamsburg (South),Brooklyn,1796,2100.67,85496.61,153,178.95,10.2,2020-08-14,17609.0
11207,Cypress Hills/East New York,Brooklyn,2363,2650.39,89156.75,216,242.27,14.27,2020-08-14,16559.0
11208,Cypress Hills/East New York,Brooklyn,2673,2795.8,95607.69,249,260.44,15.87,2020-08-14,16838.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1274,1899.19,67081.12,116,172.92,9.38,2020-08-14,13578.0
11210,Flatlands/Midwood,Brooklyn,1844,2748.58,67089.29,150,223.58,14.93,2020-08-14,12348.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2325,2334.46,99594.67,138,138.56,9.56,2020-08-14,24324.0
11212,Ocean Hill-Brownsville,Brooklyn,2104,2643.55,79589.99,235,295.26,14.89,2020-08-14,14129.0
11213,Crown Heights (East),Brooklyn,1554,2412.07,64425.94,149,231.27,12.11,2020-08-14,12835.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1728,1851.43,93333.46,184,197.14,11.77,2020-08-14,14677.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,687,982.38,69932.3,46,65.78,4.49,2020-08-14,15285.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,851,1532.29,55537.72,76,136.84,7.1,2020-08-14,11989.0
11217,Boerum Hill/Park Slope,Brooklyn,687,1447.03,47476.67,86,181.14,6.9,2020-08-14,9953.0
11218,Kensington/Windsor Terrace,Brooklyn,1894,2498.47,75806.47,137,180.72,12.33,2020-08-14,15362.0
11219,Borough Park,Brooklyn,3264,3515.04,92858.07,235,253.07,15.38,2020-08-14,21222.0
11220,Sunset Park,Brooklyn,1899,1928.9,98450.0,167,169.63,11.95,2020-08-14,15891.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1536,1880.68,81672.44,147,179.99,9.42,2020-08-14,16304.0
11222,Greenpoint,Brooklyn,531,1460.83,36349.16,34,93.54,5.35,2020-08-14,9929.0
11223,Gravesend/Homecrest,Brooklyn,1888,2361.27,79957.11,144,180.1,13.36,2020-08-14,14127.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1332,2994.11,44487.34,214,481.04,15.41,2020-08-14,8645.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1262,2186.74,57711.49,140,242.59,10.66,2020-08-14,11843.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2543,2567.1,99061.32,301,303.85,13.15,2020-08-14,19340.0
11228,Bath Beach/Dyker Heights,Brooklyn,761,1721.13,44215.08,82,185.46,11.37,2020-08-14,6693.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1943,2288.33,84909.16,151,177.84,10.56,2020-08-14,18403.0
11230,Midwood,Brooklyn,2574,2886.76,89165.77,228,255.7,13.81,2020-08-14,18639.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,466,1259.64,36994.7,34,91.91,5.51,2020-08-14,8453.0
11232,Sunset Park,Brooklyn,631,2231.96,28271.09,42,148.56,11.58,2020-08-14,5447.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1422,1971.02,72145.54,136,188.51,12.27,2020-08-14,11587.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2424,2543.42,95304.8,195,204.61,14.62,2020-08-14,16575.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2259,2840.08,79540.14,300,377.17,13.45,2020-08-14,16800.0
11236,Canarsie,Brooklyn,2974,3070.82,96846.99,299,308.73,17.04,2020-08-14,17458.0
11237,Bushwick/East Williamsburg,Brooklyn,1113,2195.45,50695.72,114,224.87,10.26,2020-08-14,10847.0
11238,Clinton Hill/Prospect Heights,Brooklyn,886,1640.26,54015.79,105,194.39,6.28,2020-08-14,14098.0
11239,East New York,Brooklyn,569,4583.77,12413.37,89,716.97,15.33,2020-08-14,3711.0
11354,Flushing/Murray Hill,Queens,1394,2510.88,55518.32,299,538.56,11.16,2020-08-14,12496.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1555,1943.41,80013.97,169,211.21,10.96,2020-08-14,14194.0
11356,College Point,Queens,636,2726.95,23322.74,42,180.08,14.36,2020-08-14,4428.0
11357,Whitestone,Queens,902,2256.38,39975.56,105,262.66,11.89,2020-08-14,7586.0
11358,Auburndale/Murray Hill,Queens,632,1778.2,35541.5,43,120.99,9.21,2020-08-14,6865.0
11360,Bayside (North),Queens,339,1797.15,18863.17,27,143.14,8.7,2020-08-14,3897.0
11361,Bayside (North)/Bayside (South),Queens,491,1755.33,27971.99,58,207.35,9.57,2020-08-14,5132.0
11362,Douglaston-Little Neck,Queens,351,1978.8,17738.01,36,202.95,10.43,2020-08-14,3364.0
11363,Douglaston-Little Neck,Queens,108,1508.58,7159.03,5,69.84,8.83,2020-08-14,1223.0
11364,Bayside (South)/Oakland Gardens,Queens,507,1466.9,34562.6,35,101.27,8.73,2020-08-14,5805.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,933,2118.01,44050.79,67,152.1,11.59,2020-08-14,8049.0
11366,Fresh Meadows/Hillcrest,Queens,415,3012.18,13777.39,28,203.23,15.56,2020-08-14,2667.0
11367,Kew Gardens Hills/Pomonok,Queens,1143,2718.89,42039.24,67,159.37,13.68,2020-08-14,8358.0
11368,Corona/North Corona,Queens,5041,4517.26,111594.1,446,399.66,18.68,2020-08-14,26993.0
11369,Airport/East Elmhurst,Queens,1723,4725.44,36462.23,180,493.66,19.34,2020-08-14,8907.0
11370,Jackson Heights/Rikers Island,Queens,1420,4334.73,32758.65,64,195.37,18.34,2020-08-14,7743.0
11372,Jackson Heights,Queens,2776,4437.14,62562.88,257,410.79,16.1,2020-08-14,17247.0
11373,Elmhurst,Queens,3481,3748.02,92875.81,297,319.78,15.5,2020-08-14,22455.0
11374,Rego Park,Queens,1167,2775.42,42047.63,99,235.45,13.49,2020-08-14,8651.0
11375,Forest Hills,Queens,1561,2212.52,70552.99,181,256.54,11.57,2020-08-14,13487.0
11377,Woodside,Queens,2477,2864.63,86468.55,195,225.52,12.47,2020-08-14,19860.0
11378,Maspeth,Queens,806,2329.92,34593.45,74,213.91,11.66,2020-08-14,6911.0
11379,Middle Village,Queens,881,2434.0,36195.55,99,273.51,12.11,2020-08-14,7276.0
11385,Glendale/Ridgewood,Queens,2410,2341.4,102929.91,142,137.96,12.62,2020-08-14,19097.0
11411,Cambria Heights,Queens,725,3537.58,20494.26,50,243.97,19.02,2020-08-14,3812.0
11412,St. Albans,Queens,1323,3362.4,39346.92,92,233.82,18.18,2020-08-14,7276.0
11413,Laurelton/Rosedale,Queens,1403,3214.35,43647.97,103,235.98,18.33,2020-08-14,7655.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,857,3031.96,28265.56,63,222.89,16.87,2020-08-14,5080.0
11415,Kew Gardens,Queens,563,2927.07,19234.25,52,270.35,13.88,2020-08-14,4057.0
11416,Ozone Park,Queens,773,2904.44,26614.42,55,206.65,17.02,2020-08-14,4541.0
11417,Ozone Park,Queens,943,3015.61,31270.63,47,150.3,15.74,2020-08-14,5993.0
11418,Richmond Hill,Queens,1195,3136.06,38105.16,106,278.18,16.56,2020-08-14,7215.0
11419,Richmond Hill/South Ozone Park,Queens,1301,2558.57,50848.81,98,192.73,17.79,2020-08-14,7314.0
11420,South Ozone Park,Queens,1467,3030.01,48415.71,107,221.0,18.07,2020-08-14,8120.0
11421,Woodhaven,Queens,1292,3060.92,42209.49,103,244.02,16.68,2020-08-14,7748.0
11422,Rosedale,Queens,1065,3158.21,33721.62,67,198.69,17.76,2020-08-14,5998.0
11423,Hollis/Holliswood,Queens,1152,3595.38,32041.14,105,327.7,18.63,2020-08-14,6183.0
11426,Bellerose,Queens,530,2602.72,20363.28,34,166.97,15.65,2020-08-14,3387.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,835,3597.22,23212.38,51,219.71,16.66,2020-08-14,5013.0
11428,Queens Village,Queens,709,3668.36,19327.45,54,279.4,18.75,2020-08-14,3782.0
11429,Queens Village,Queens,1024,3652.4,28036.33,75,267.51,18.18,2020-08-14,5632.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1967,3112.57,63195.4,254,401.93,16.32,2020-08-14,12053.0
11433,Jamaica,Queens,1026,2847.17,36035.76,79,219.23,16.3,2020-08-14,6296.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2235,3309.34,67536.11,197,291.7,17.57,2020-08-14,12718.0
11435,Briarwood/Jamaica,Queens,1746,3027.89,57663.84,150,260.13,16.38,2020-08-14,10662.0
11436,South Jamaica/South Ozone Park,Queens,577,2773.05,20807.42,46,221.07,17.12,2020-08-14,3371.0
11691,Edgemere/Far Rockaway,Queens,2617,4041.14,64759.02,373,575.98,16.43,2020-08-14,15926.0
11692,Arverne/Edgemere,Queens,688,3419.44,20120.24,93,462.22,14.6,2020-08-14,4711.0
11693,Arverne/Broad Channel,Queens,349,2818.77,12381.27,29,234.22,15.15,2020-08-14,2303.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,774,3802.36,20355.78,89,437.22,16.32,2020-08-14,4744.0
11697,Breezy Point,Queens,113,3195.08,3536.69,4,113.1,7.52,2020-08-14,1502.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,394,1672.11,23563.03,24,101.85,9.64,2020-07-05,4087.0
10002,Chinatown/Lower East Side,Manhattan,1129,1470.91,76755.41,158,205.85,13.47,2020-07-05,8382.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,484,899.6,53801.62,34,63.2,7.46,2020-07-05,6484.0
10004,Financial District,Manhattan,33,903.96,3650.61,1,27.39,7.86,2020-07-05,420.0
10005,Financial District,Manhattan,69,821.81,8396.11,2,23.82,7.14,2020-07-05,967.0
10006,Financial District,Manhattan,29,838.69,3457.77,0,0.0,6.5,2020-07-05,446.0
10007,TriBeCa,Manhattan,63,763.66,8249.73,3,36.36,6.04,2020-07-05,1043.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,736,1252.81,58747.99,68,115.75,9.66,2020-07-05,7620.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,282,871.13,32371.86,19,58.69,6.31,2020-07-05,4467.0
10011,Chelsea,Manhattan,539,1088.88,49500.52,41,82.83,7.99,2020-07-05,6747.0
10012,Greenwich Village/SoHo,Manhattan,177,738.08,23981.2,9,37.53,6.71,2020-07-05,2636.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,284,978.26,29031.09,21,72.34,7.3,2020-07-05,3893.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,329,1059.81,31043.16,27,86.98,7.37,2020-07-05,4464.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,741,1410.77,52524.35,49,93.29,9.24,2020-07-05,8019.0
10017,East Midtown/Murray Hill,Manhattan,150,930.1,16127.22,8,49.61,7.07,2020-07-05,2122.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,227,2381.59,9531.44,5,52.46,9.89,2020-07-05,2295.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,635,1562.83,40631.45,42,103.37,9.5,2020-07-05,6682.0
10021,Lenox Hill/Upper East Side,Manhattan,583,1319.73,44175.61,65,147.14,8.79,2020-07-05,6633.0
10022,East Midtown,Manhattan,360,1186.76,30334.8,30,98.9,7.93,2020-07-05,4542.0
10023,Lincoln Square,Manhattan,587,973.87,60274.81,53,87.93,7.42,2020-07-05,7916.0
10024,Upper West Side,Manhattan,758,1321.99,57337.68,72,125.57,8.97,2020-07-05,8455.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1428,1546.57,92333.47,171,185.2,9.56,2020-07-05,14944.0
10026,Central Harlem (South),Manhattan,681,1745.35,39018.03,47,120.46,14.03,2020-07-05,4854.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1090,1713.0,63631.04,110,172.87,13.59,2020-07-05,8022.0
